OBJECTID,Sistema_de_Transporte,PK,POINT_M,NEAR_FID,NEAR_DIST,GlobalID,Latitud,Longitud
1787,Poliducto Buenaventura - Yumbo | Buenaventura - Gallineros,K5+000,5000,49,1.69448455588186,{76B6A5CB-13B7-4132-BB6B-2EBC62BD791C},3.88420266189591,-77.0221944819485
1788,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K110+000,110000,71,0.152375312839466,{349FAEE6-1209-4D1A-ACBE-95B5332C8EDB},3.94993530246123,-76.3244587517128
1789,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K230+000,230000,110,0.169715157424249,{19C3309A-24C3-4852-8929-DA9F3927ACFC},5.64618539270973,-74.617299423455
1790,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K178+000,178000,65,0.059823987555605,{0321C14A-0626-4894-9ACB-95B7A8F4F8AB},6.0325012396329,-74.5630683544888
1791,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K85+000,85000,67,0.258115728036788,{D3E31CED-5CC0-431A-9C0D-B498C2E24774},6.58233018647835,-74.1453598662817
1792,Poliducto de Oriente | Sebastopol - Santa Rosa,K70+000,70000,45,0.315244880167789,{BC002D3F-608D-4636-AD0A-D3C5D676519B},6.22567799385262,-73.9539872840585
1793,Poliducto Medellin-Cartago-Yumbo | La Felisa - Cartago,K196+500,196500,31,0.070232388834329,{6D5E6E83-A982-4591-A3C0-CF8155C68AEB},4.9782393071267,-75.7758323714329
1794,Poliducto Galan - Chimita | Galan - Lizama,K33+000,33000,66,0.06303999756574,{B07517FB-C061-4C8F-8177-9DA861D51808},7.06653874477203,-73.8009217221545
1795,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K438+000,438000,64,1.99096894652375,{015C0A75-5C1E-40B6-8E38-E62630F52546},7.61615930309536,-73.5606760727493
1796,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K98+000,98000.0000000002,52,0.155403616128172,{76560A3A-C163-42B9-AAE4-A72BA611EDAA},10.3680656727255,-74.0721185203946
1797,Poliducto ODECA | Manizales-Cartago,K192+500,192500,107,0.145544949751418,{7FE47457-EDD8-4FD9-8B7B-425173F03E63},4.81443877418574,-75.8097318477104
1798,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K216+000,216000,52,0.093202361952464,{6B28264D-94E1-464A-A108-55AE4F10D0F4},9.46042790390857,-73.5806478450155
1799,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K211+500,211500,52,0.094318729310899,{4BA1BB5A-D974-437E-9DF5-11343B4C80D9},9.49860456824748,-73.5943938526986
1800,Poliducto ODECA | Guacari-Yumbo,K137+500,137500,61,0.139240064537365,{CE07283A-803C-4353-AC5F-27034BD70406},3.74944228593908,-76.4036163131058
1801,Poliducto de Oriente | Sebastopol - Santa Rosa,K91+000,91000,45,0.706687104211094,{B348ECB4-0C8C-46D5-9587-B46EADA640F0},6.1518258673176,-73.8458667604591
1802,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K318+500,318500,52,0.822374111120646,{AFF82551-D7C2-4DE1-8CC4-E450CA99D566},8.62856738543104,-73.6181748869836
1803,Poliducto ODECA | Mariquita-Fresno,K74+000,74000.0000000002,113,2.85044696392605,{A8029A51-0913-4DC8-811B-9328483D481A},5.15740366849958,-75.0761321270278
1804,Poliducto Cartagena-Baranoa | Cartagena-Baranoa 12,K69+500,69500,104,0.021103838826607,{EA922720-1410-4A4E-A992-2ECEB47671BE},10.650998838661,-75.0705395150223
1805,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K135+500,135500,110,1.30634836487218,{491BFE5E-34B5-421A-8D43-EB6AF46B7EA7},6.35573140392728,-74.4285724871999
1806,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K228+500,228500,65,0.069011017846918,{BC49CE15-A74A-40BB-A8AF-7B3FD7CCD907},5.63161064950623,-74.6196019390311
1807,Poliducto Galan - Chimita | Trampa Tienda Nueva - Trampa Guayacan,K55+500,55500.0000000002,105,0.009133449213483,{AEB9A9EE-B19E-4CC9-8B55-78FCAE29FB2F},7.12001646455848,-73.4448696787193
1808,Poliducto de Oriente | Sutamarchan - Tocancipa,K245+000,245000,60,0.49794209620207,{D7F617F8-30B6-40EA-ADEA-00BC35722EBE},5.17162890504544,-73.780650894089
1809,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K24+500,24500.0000000002,71,0.012383141834695,{65AC2F12-C276-4204-8F34-0420E77DFF9C},4.52974499222848,-76.0047798471243
1810,Poliandino | Monterrey - Apiay,K172+500,172500,56,0.049305214750022,{1BE095C6-C3A2-430F-BC15-901195FABFBD},4.65669712552876,-73.0505592474952
1811,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K494+500,494500,64,0.007420012360456,{2416A3B1-0AC6-4047-BC27-DFB01D579C3A},7.18881195434596,-73.8073724783559
1812,Poliandino | Miraflores - Monterrey,K81+500,81500,111,0.047134296847299,{7588DDD6-A49E-4391-828A-F2EFCE7604DA},5.18574626967608,-73.1547652720367
1813,Poliducto Galan - Chimita | Galan - Lizama,K30+000,30000,34,3.60791009339902,{256CB006-4340-4BCA-8059-49BB6DF16A9A},7.07315158558114,-73.8074107116369
1814,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K60+500,60500,112,0.504130406999186,{3FA32D2B-BD24-438D-B524-467ACDF442C6},6.00312169987687,-75.658756978162
1815,Poliducto de Oriente | Santa Rosa - Sutamarchan,K167+400,167400,50,0.906966843917309,{2AD7AAD5-E9B2-4B92-865D-977F42A18782},5.71176815379469,-73.5879298096511
1816,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K381+000,381000,64,0.164560932382983,{A251BF89-37D3-4CF2-B8A2-5B03294F39F6},8.09158269805245,-73.5943675902159
1817,Poliducto Buenaventura - Yumbo | Gallineros - Estación Dagua,K52+000,52000.0000000002,68,2.80268225158907,{5B793AB5-1D27-41C9-B0FA-5D20580DA000},3.77193512049077,-76.7410117769766
1818,Poliandino | Sutamarchan - Miraflores,K68+500,68500.0000000002,57,0.301372832152529,{76C2135F-01FC-40D3-B8D0-DBE274C9DA3B},5.24604131732504,-73.2332528226646
1819,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K71+500,71500.0000000002,71,0.157733160503983,{1C4E94EC-0710-44BE-BA98-1B1D963AC734},4.18322523908264,-76.1739014288497
1820,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K175+000,175000,110,0.501483327745717,{DD52ADFA-402C-47CA-8DA5-66EF671202DB},6.08016301377319,-74.5509011879522
1821,Poliducto Buenaventura - Yumbo | Gallineros - Estación Dagua,K29+000,29000,68,3.11576531094376,{C65F3BAC-84FB-4E16-9029-829EB907EDCC},3.87372645586944,-76.8426517508571
1822,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K134+000,134000,65,1.18437449392211,{6EC663CE-2725-4C3E-908C-305079513E7E},6.35682955810265,-74.427734995782
1823,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K30+500,30500.0000000002,67,0.125747676485028,{3B1A5C75-4E1E-4C85-9CFE-BD0D660ECDA3},6.92647031627745,-73.843489570302
1824,Poliducto de Oriente | Sebastopol - Santa Rosa,K18+500,18500.0000000002,45,0.183884472376363,{3BBE0752-4F8D-4722-8869-604C57874F5E},6.46219489029122,-74.2621632687195
1825,Poliandino | Monterrey - Apiay,K154+000,154000,56,1.52893533605788,{10AB7302-9E55-49BA-BED2-30FE4FEEAE73},4.79283372225125,-72.9828089446831
1826,Poliducto Galan - Chimita | Galan - Lizama,K9+500,9500.00000000023,66,2.61448509404285,{EB5E31AD-8BB3-4EF5-8B07-FDA1FFA56A21},7.08805729763932,-73.8629329159506
1827,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K117+500,117500,112,0.201837555574043,{D9BCD05C-96B1-4E51-8ACC-F6ADC05BCF85},5.55698610813063,-75.5844727283308
1828,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K67+500,67500.0000000002,52,0.311411811511093,{113760F3-9185-46D0-A9C5-865B2866033A},10.6278709183924,-74.129597945852
1829,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K176+500,176500,52,0.129943981990897,{DDAB89E2-DB60-4051-A778-5E738671416F},9.76922803176831,-73.7305655264077
1830,Poliducto ODECA | Lucerna-Guacari,K121+000,121000,28,0.060100984667023,{E7D405BC-558A-4AA1-BF97-C727615FEB13},3.83244825811676,-76.3186944588936
1831,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K293+500,293500,52,0.275366655954898,{AFFFDAC1-3F42-4DC7-9177-DADF69850297},8.8200201914089,-73.6832243845667
1832,Poliducto ODECA | Salgar-Mariquita,K24+500,24500.0000000002,27,1.00468908331955,{D2BF2C87-4D41-420D-B5AA-2A0A9180E1D5},5.38195822038207,-74.7844944740737
1833,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K135+000,135000,71,1.07400597924424,{EA556CAA-9495-412C-9D1C-86E5787D95F3},3.77119810564974,-76.4120869455942
1834,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K246+000,246000,110,1.10990156912763,{D0914B8B-278A-488B-8F46-BA46C373071C},5.50489359391656,-74.6250661198156
1835,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K193+000,193000,65,0.027815335913417,{F4749B14-ADA9-44ED-982C-748859CEC5FA},5.90492305591079,-74.5709425647064
1836,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K100+000,100000,67,0.07374546488613,{FAD3A897-5037-4AEA-9C19-992C581DEC34},6.53785141784247,-74.2693673328562
1837,Poliducto de Oriente | Sutamarchan - Tocancipa,K216+500,216500,60,0.382340600931757,{52830D9F-1F0D-4E23-8A55-C927286287D1},5.36654319744668,-73.6664951771099
1838,Poliducto Medellin-Cartago-Yumbo | La Felisa - Cartago,K203+000,203000,31,0.493317508227769,{B57DA93B-B718-4D7B-BD21-F1C9AF5A076C},4.93075279614616,-75.7953408264858
1839,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K160+500,160500,110,6.68729373532738,{318030CF-0A34-4AB6-8A0F-E9412C88712F},6.19755746601686,-74.5615036034369
1840,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K455+500,455500,64,0.328922870645603,{298074D1-19C1-41E6-A7CC-030AD96A1742},7.48731254424074,-73.6432627820608
1841,Poliducto de Oriente | Sutamarchan - Tocancipa,K174+000,174000,60,1.88703009689546,{9B2E9E75-3284-4DC7-866E-625A53CFBE8C},5.65503424990991,-73.5870338481472
1842,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K24+000,24000,112,3.77904234436763,{FE887D07-CE39-4F1A-B82B-478589A0C940},6.24653095013422,-75.643732675269
1843,Poliducto ODECA | Lucerna-Guacari,K70+000,70000,28,0.556621398162967,{17C0C182-148B-4F53-BFB7-7C5BECC42C60},4.19750611521162,-76.1675935513106
1844,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K220+000,220000,52,0.066152669326101,{389705F5-3D6F-4BB6-8D3F-947491969645},9.4257199203651,-73.570861465549
1845,Poliducto ODECA | Guacari-Yumbo,K156+500,156500,61,0.055899905161487,{0EF546B5-CED5-4F98-9093-2CD2B6BBE4F7},3.60556370251996,-76.4779449192755
1846,Poliducto de Oriente | Santa Rosa - Sutamarchan,K112+400,112400.00039407,50,0.042357303069528,{C8148A4F-FDF2-4F47-B8AA-52F68FFD919E},6.08000064332665,-73.7605440907738
1847,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K346+000,346000,64,2.73201309118728,{91317FE7-BF0C-4A97-A542-E37C2FF0C6B7},8.39507226809376,-73.6433158200176
1848,Poliducto ODECA | Manizales-Cartago,K130+000,130000,107,0.247337499111618,{200171CF-F045-4E02-B0C8-E8546010A7EF},5.02294572087642,-75.4469404594111
1849,Poliandino | Sutamarchan - Miraflores,K30+000,30000,57,7.58714756457867,{06F8D66D-F217-42F4-B962-6B31AA5EF126},5.45866361667062,-73.4445593785634
1850,Poliducto Cartagena-Baranoa | Cartagena-Baranoa 12,K60+000,60000,104,0.104482093237904,{64923719-CF33-4AD7-95CF-AF6D893A8367},10.6036051580421,-75.128719738345
1851,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K146+500,146500,110,0.063848818181636,{0351E29A-4348-4DCA-AB41-249F626C335A},6.28207863024819,-74.4850590800725
1852,Poliducto Cartagena-Baranoa | Cartagena-Baranoa 12,K15+000,15000.0000000002,104,0.087820611862018,{DD901763-5D0F-4B09-846C-3EFE1794C228},10.4182106938215,-75.4307791108626
1853,Poliducto Galan - Chimita | Trampa Guayacan - Chimitá,K86+600,86060,103,1.58965079248324,{D8CABB82-F509-4837-BEC0-12752CD789A4},7.12044978361636,-73.2472837535884
1854,Poliducto ODECA | Cartago-Zarzal,K13+000,13000.0000000002,62,0.010199213302129,{69184F83-5857-4EC8-8FC1-E87735EFC307},4.62308316952989,-75.962444224491
1855,Poliandino | Monterrey - Apiay,K191+500,191500,56,0.017090859553227,{690F05DA-E972-4836-956C-2E2145FADE19},4.50223021951825,-73.1001336495625
1856,Poliducto ODECA | Zarzal-Lucerna,K56+500,56500,58,0.178561262345852,{701C8E42-6D7F-40BE-B3CF-DFB4D12052B2},4.28865136291706,-76.0982837862272
1857,Poliandino | Monterrey - Apiay,K221+500,221500,56,0.133767141396737,{286414CD-384A-4D55-8F09-88C3AA1CBD9B},4.36913116276065,-73.3022563523527
1858,Poliducto Galan - Chimita | Galan - Lizama,K75+000,75000,66,0.092278489904084,{8786757D-4BF7-4B5B-B522-CDA88D6647BE},7.10098818613251,-73.6881092013749
1859,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K77+500,77500.0000000002,112,0.725670534425645,{28A6284E-DA2F-4343-A9F9-B7480E6857BF},5.87903866513998,-75.6427841235722
1860,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K12+500,12500.0000000002,52,0.731188449450247,{86577D21-8295-4755-9E9F-F6916203BFE3},11.0761279982174,-74.2122655095154
1861,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K126+500,126500,52,1.64348167092703,{4DDE50CA-6BF3-4408-9179-02AEFBC0EE8C},10.1362949083156,-73.9762202431174
1862,Poliducto ODECA | Lucerna-Guacari,K68+000,68000.0000000002,28,1.44773304293223,{E6ED1A12-89F2-4AB9-BB8F-35FF017816D2},4.2149244244303,-76.1641571067686
1863,Poliducto de Oriente | Santa Rosa - Sutamarchan,K171+400,171400,50,1.06283963532211,{4641BF04-83C8-4DC7-A1D1-67D0F55C44B3},5.67705535556884,-73.5822386029618
1864,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K400+500,400500,64,0.007022996466535,{E3F5B749-992C-4969-8B8F-024440B196A2},7.92139019708081,-73.5718732867162
1865,Poliducto Buenaventura - Yumbo | Estación Dagua - Mulalo,K79+000,79000,55,0.52496328637912,{2972F3BF-1C27-4456-90E6-6FF1B1DCB62D},3.67507939034179,-76.5973829858113
1866,Poliandino | Sutamarchan - Miraflores,K22+500,22500.0000000002,57,0.035036087318503,{AC9E107E-CF9D-42FD-87E8-45A029D0CEDD},5.50692755719358,-73.4823587042813
1867,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K84+000,83999.9999999997,71,0.01725894275372,{84DD30D7-25E5-4F06-982D-6EA9A248F6B6},4.08135299324226,-76.1722475136916
1868,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K191+000,191000,110,0.247498679669202,{82A15568-E768-406A-A843-939F69BFC60A},5.94955007629735,-74.5612409118941
1869,Poliducto Buenaventura - Yumbo | Gallineros - Estación Dagua,K39+000,39000,68,3.89384632399775,{020C5B8F-C753-4D43-8D95-701B8C0CC411},3.83529158586455,-76.7895548061668
1870,Poliandino | Miraflores - Monterrey,K122+500,122500,111,1.28139164614791,{3A73220C-9415-49B4-A8E4-EDDA5E4C45C3},4.95841020113111,-72.9988783558357
1871,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K151+500,151500,65,3.25831759234886,{2B58027D-5D7C-419D-846A-BEA0336416AC},6.25297851155773,-74.530098225793
1872,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K60+000,60000,67,0.121863267856119,{9B5E557A-CB3C-4AF4-92CA-EFA283E6005B},6.71843509228493,-73.9785404233947
1873,Poliducto de Oriente | Sebastopol - Santa Rosa,K35+500,35500,45,2.29636070633897,{54F9F165-3804-45BE-A453-2564ADFAD12A},6.38881659936238,-74.1495588778363
1874,Poliducto Medellin-Cartago-Yumbo | La Felisa - Cartago,K162+500,162500,31,1.93008746403693,{7E012774-6812-4C30-9E5C-E525D4FEE15F},5.2024090699197,-75.634528006149
1875,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K132+500,132500,112,0.128634585408601,{1AD443D8-CC44-44E1-850C-62EB9DA94E50},5.43726301883644,-75.5873691801126
1876,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K86+000,86000.0000000002,52,0.512726570374283,{E2F9FD0B-1A39-4A2F-8FAB-97BF7A780ABB},10.4647567773155,-74.1175161130885
1877,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K196+000,196000,52,0.324867004407044,{1026828A-69BA-4D6D-A14C-3DF8697FD48D},9.63068571887777,-73.63854192098
1878,Poliducto ODECA | Lucerna-Guacari,K123+500,123500,28,0.106011495121979,{0A2FCDCD-C358-410A-91FB-2775E7B59C63},3.8101297088421,-76.321751009737
1879,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K302+000,302000,52,1.04151742004106,{520F30E0-E04B-45F2-8E3E-201C6B7EEC9D},8.75194024231563,-73.6847509910035
1880,Poliducto ODECA | Salgar-Mariquita,K28+000,28000.0000000002,27,1.83106495458273,{43259A81-A234-494A-A26D-7F430989D654},5.36167346135035,-74.8032600015781
1881,Poliducto de Oriente | Santa Rosa - Sutamarchan,K169+900,169900,50,0.645970310882157,{19A8C21F-0351-438C-9D5B-7822FAA205EA},5.6898754230056,-73.5849823126824
1882,Poliducto ODECA | Salgar-Mariquita,K21+000,21000,27,0.056348959084912,{C3307F03-0B06-4211-8DD9-3675E37ED680},5.39494205853763,-74.76158767139
1883,Poliducto de Oriente | Santa Rosa - Sutamarchan,K159+400,159399.999999999,50,0.221643057493986,{8A371AF6-D7FB-4700-AF05-1A031E62F28E},5.7773532014039,-73.6083445171182
1884,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K381+500,381500,64,0.395723180110416,{7BE7121D-50DA-4EAF-8EDB-D7B0BB64020B},8.08707549739907,-73.5943370306875
1885,Poliducto Buenaventura - Yumbo | Gallineros - Estación Dagua,K63+500,63500,68,1.13910963152617,{5A1A18A9-8EAC-48B6-AE84-436B00C0F2ED},3.74566776797229,-76.6737261246785
1886,Poliandino | Sutamarchan - Miraflores,K66+500,66500,57,0.857308920075502,{412F161B-ABFA-4C4F-BBE8-7E55726E98DC},5.25940220098055,-73.242614990705
1887,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K63+000,63000,71,0.048653227778688,{7CD683C0-3CE5-434E-8608-0FD0F073113B},4.24762340134735,-76.1359378691061
1888,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K182+000,182000,110,0.371918730170493,{22024A5A-769F-42DB-B23C-B8C64412800C},6.01992069292337,-74.5618310272394
1889,Poliducto Buenaventura - Yumbo | Gallineros - Estación Dagua,K14+500,14500,68,1.30342064705296,{A425105F-8CD8-4862-80E2-E06EA26F3EAD},3.88230948487237,-76.9499377505675
1890,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K135+500,135500,65,0.057797512826589,{770C881B-C689-4875-9BD0-C377DA2B63D1},6.34529569597182,-74.4344123786173
1891,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K37+500,37500.0000000002,67,0.083411659151998,{118C49F9-237E-4E7E-87CC-045DF6257D53},6.87082065227941,-73.863908816956
1892,Poliducto de Oriente | Sebastopol - Santa Rosa,K31+000,31000.0000000002,45,0.205967914198761,{3F3EEAD5-8584-46D0-ACDF-18169AE3D12A},6.39831831498844,-74.1858361285159
1893,Naftaducto Chichimene-Apiay | Chichimene-Apiay 10,K30+500,30500.0000000002,46,0.006084424667597,{7AF52F01-96C3-470F-8094-B3260BCAA386},4.04769911800303,-73.4561993567384
1894,Poliandino | Monterrey - Apiay,K147+000,147000,56,0.048477205354572,{E64F034C-94DE-415E-A3F3-F78F607BB5CB},4.83595398139908,-72.9403555661101
1895,Poliducto Galan - Chimita | Galan - Lizama,K28+500,28500.0000000002,92,0.310470551734377,{BB395D56-8EAB-4CC5-B378-0D5186487577},7.07450134274646,-73.8119128170562
1896,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K112+500,112500,112,0.686959756481428,{B47043FF-0DDC-4B70-961B-4253EC22F799},5.59567020965414,-75.5914213871896
1897,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K64+500,64500.0000000002,52,0.035030344161966,{E2DADC78-CB0A-4342-A690-E08334CE0D87},10.6544563062226,-74.1343669858993
1898,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K172+500,172500,52,0.075935551963342,{B9AD9891-EFD8-4659-806B-76E13EAD62B6},9.79706367441042,-73.7525722134952
1899,Poliducto ODECA | Lucerna-Guacari,K120+500,120500,28,0.114887690304893,{48828A39-840F-412C-B954-FD94F7C2411C},3.83687719797459,-76.3178555064098
1900,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K291+000,291000,52,1.12230355525575,{86E26776-C79A-42BD-A1B5-F5B880988AE9},8.84101621775733,-73.6779172554837
1901,Poliducto ODECA | Salgar-Mariquita,K18+000,18000,27,0.700284913778175,{5A5B59FD-C22F-42AE-AE0F-8BEC82653C30},5.41175885187116,-74.7457081670588
1902,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K120+500,120500,71,0.118088706353334,{6251F07C-C985-4DAE-AE24-B99C58532B19},3.88285560452133,-76.3750073246413
1903,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K241+000,241000,110,0.201500854959402,{B6861F05-80BA-4F23-AE35-E5149393FCF2},5.54761994978212,-74.6271198279459
1904,"Poliducto Galan - Salgar de 16"""" | Sebastopol - Salgar 16""""",K177+500,177500,65,1.6705536888471,{DC3B0A5A-DCF3-4E92-8EE1-72E5F87634AB},6.0369860122405,-74.5628498117232
1905,"Poliducto Galan - Salgar de 12"""" | Galan Sebastopol 12""""",K106+500,106500,67,0.66356898068251,{1FF8111F-6434-485D-8596-4B3DCA10F66D},6.51374571481799,-74.3208640622924
1906,Poliducto de Oriente | Sebastopol - Santa Rosa,K67+500,67500.0000000002,45,1.18731510803017,{FC0660A1-1BDC-4A1A-8842-429794094000},6.24111083280817,-73.9535688322643
1907,Poliducto Medellin-Cartago-Yumbo | La Felisa - Cartago,K215+000,215000,31,0.482836907047054,{0F5DA3FB-2296-47A2-B517-6EFADF2884D1},4.84260519567772,-75.8106960282453
1908,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K167+000,167000,110,2.24435707827177,{74DDA8AB-91DC-4225-A5CA-F4BA8DEE6CFA},6.14440223034824,-74.5669290298575
1909,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K448+000,448000,64,0.054918723962727,{41CDE043-F60A-4C3C-8D03-90DDE02AE46D},7.54576963735162,-73.6115236642623
1910,Poliducto de Oriente | Sutamarchan - Tocancipa,K180+500,180500,60,0.226787131844802,{E279AF98-FE9D-49AB-AFFF-5C338A5F57CF},5.60918950065032,-73.6122460074816
1911,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K23+500,23500,112,0.226363242270705,{921B194F-0E40-4114-B780-C2F4039142E6},6.25015279776483,-75.6459125302461
1912,Poliducto ODECA | Lucerna-Guacari,K64+500,64500.0000000002,28,0.079838425672915,{CAA0D8D2-5DAF-4EE3-B507-D46423E47FBB},4.23915995334761,-76.1451267253555
1913,Poliducto Pozos Colorados - Ayacucho - Galán | Pozos Colorados - Ayacucho,K231+500,231500,52,0.066910071131645,{2119F8FB-1504-4153-AAC5-FE371994D02C},9.32557100526094,-73.5684074060925
1914,Poliducto ODECA | Guacari-Yumbo,K151+000,151000,61,0.140842683338681,{5095AA19-5DFF-4EB8-A24A-46324E5D2D13},3.64954709823577,-76.4561956271361
1915,Poliducto de Oriente | Santa Rosa - Sutamarchan,K105+900,105900,50,1.28024195722119,{7B7A1CE0-418F-45C5-8459-C861F8DA5AA4},6.1225380885041,-73.7889426336174
1916,Poliducto Pozos Colorados - Ayacucho - Galán | Ayacucho - Galán,K334+500,334500,64,0.188112324944616,{3F1878AE-0B06-4A46-B40D-99D2283FFD39},8.49429573815711,-73.6356638394505
1917,Poliducto ODECA | Manizales-Cartago,K136+000,136000,107,0.131910062153216,{753E1E44-F32C-46A0-A330-6E013B058887},5.0140394567745,-75.493798277769
1918,Poliandino | Sutamarchan - Miraflores,K23+000,23000,57,0.640983452739163,{BA47253A-07B7-4B95-9D82-84C42468A304},5.503245515246,-73.480099667577
1919,Poliducto Cartagena-Baranoa | Cartagena-Baranoa 12,K52+500,52500.0000000002,104,0.139167926268794,{81C80D66-FD69-41FF-887B-27048FA2EA7A},10.6245751790098,-75.1901492357116
1920,"Poliducto Galan - Salgar de 12"""" | Sebastopol - Salgar 12""""",K140+500,140500,110,0.27294643112276,{74FD66E2-E141-4FA9-9342-A41B72CB9D6F},6.31798313629547,-74.4474927780084
1921,Poliducto Cartagena-Baranoa | Cartagena-Baranoa 12,K38+000,37999.9999999997,104,0.224755361757448,{F4407646-BB99-4BD8-A9BC-9119458212EB},10.5704820146852,-75.2933646684642
1922,Poliducto Galan - Chimita | Trampa Guayacan - Chimitá,K81+560,81560.0000000004,103,1.00899987582897,{2EBC0706-2060-4562-86A9-00B17B6651B6},7.14378732291609,-73.2718873723405
1923,Poliducto Medellin-Cartago-Yumbo | Cartago-Yumbo,K25+500,25500.0000000002,71,0.096655725311948,{E1D19A31-1E10-4289-91FF-565D021FE42E},4.52179938525794,-76.0087336606459
1924,Poliandino | Monterrey - Apiay,K175+500,175500,56,0.15364183433004,{8D6ADB37-4E0C-4A00-AB37-8E16E086F2F4},4.63148413134405,-73.0466619241001
1925,Poliducto ODECA | Zarzal-Lucerna,K47+500,47500,58,0.236077631878379,{8B335556-8053-4E2A-9324-229B64C851FC},4.35934935230878,-76.0704920583017
1926,Poliandino | Miraflores - Monterrey,K96+000,96000.0000000002,111,0.176365176819246,{03B33AC8-3561-4FBA-89C9-9E81D4774FB9},5.10299071778978,-73.090569335627
1927,Poliducto Galan - Chimita | Galan - Lizama,K71+500,71500.0000000002,66,0.599204758690073,{9AA68B85-C92B-49FC-8639-01EE6CB110FF},7.09553425929583,-73.6974012020351
1928,Poliducto Medellin-Cartago-Yumbo | Medellin - La Felisa,K72+000,72000,112,0.54960941640815,{FF0AAED8-3306-4A61-BB00-1324E761A2FB},5.91989103048619,-75.6491163378996
